IDChamado,DataAbertura,Solicitante,Departamento,Categoria,DescricaoCurta,Urgencia,Status,TecnicoResponsavel,DataFechamento
792,11/03/2025 09:45,Luciana Rocha,Marketing,Troca de senha,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
791,15/01/2025 11:16,Fernando Lima,Marketing,Problemas de rede,Erro ao abrir planilha,Média,Fechado,Gabriel,17/01/2025 14:16
790,01/02/2025 12:40,Bruno Alves,TI,Troca de senha,Usuário não consegue acessar o sistema,Alta,Resolvido,Gabriel,02/02/2025 10:40
789,19/11/2024 10:22,Carlos Silva,Marketing,Erro em sistema,Erro ao abrir planilha,Média,Aberto,Gabriel,
788,18/02/2025 14:18,Juliana Castro,Logística,Troca de senha,Usuário não consegue acessar o sistema,Crítica,Em andamento,Gabriel,
787,20/03/2025 09:23,Juliana Castro,Jurídico,Backup,Solicitação de instalação do Office,Baixa,Em andamento,Paulo,
786,13/01/2025 13:12,Mariana Dias,TI,Backup,Erro ao abrir planilha,Crítica,Pendente,Gabriel,
785,21/12/2024 10:03,Juliana Castro,Comercial,Acesso ao sistema,Conexão com servidor instável,Baixa,Em andamento,Gabriel,
784,17/02/2025 10:29,Juliana Castro,Jurídico,Problemas de rede,Conexão com servidor instável,Crítica,Em andamento,Guilherme,
783,29/11/2024 08:38,Carlos Silva,Jurídico,Problemas de rede,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,01/12/2024 13:38
782,16/02/2025 08:04,Luciana Rocha,Operações,Falha em equipamento,Troca de senha solicitada,Alta,Pendente,Gabriel,
781,25/12/2024 11:05,Ana Paula,Financeiro,Troca de senha,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
780,06/02/2025 12:54,Carlos Silva,RH,Problemas de rede,Solicitação de instalação do Office,Crítica,Fechado,Gabriel,06/02/2025 18:54
779,29/11/2024 09:54,Bruno Alves,Operações,Problemas de rede,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
778,01/01/2025 10:23,Mariana Dias,Comercial,Falha em equipamento,Solicitação de instalação do Office,Média,Fechado,Guilherme,04/01/2025 08:20
777,06/02/2025 12:35,Bruno Alves,TI,Acesso ao sistema,Conexão com servidor instável,Crítica,Pendente,Gabriel,
776,08/01/2025 12:31,Mariana Dias,Comercial,Backup,Problema com impressão,Média,Resolvido,Gabriel,10/01/2025 14:31
775,10/11/2024 11:08,Bruno Alves,Operações,Erro em sistema,Erro ao abrir planilha,Alta,Em andamento,Gabriel,
774,17/10/2024 09:06,Luciana Rocha,Financeiro,Erro em sistema,Problema com impressão,Média,Aberto,Gabriel,
773,13/01/2025 16:37,Luciana Rocha,Jurídico,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Em andamento,Guilherme,
772,25/03/2025 09:57,Mariana Dias,TI,Erro em sistema,Usuário não consegue acessar o sistema,Alta,Pendente,Guilherme,
771,22/01/2025 13:25,Luciana Rocha,Operações,Troca de senha,Erro ao abrir planilha,Média,Resolvido,Gabriel,22/01/2025 17:25
770,11/11/2024 12:20,Fernando Lima,RH,Troca de senha,Problema com impressão,Crítica,Em andamento,Gabriel,
769,23/10/2024 13:11,Carlos Silva,Operações,Acesso ao sistema,Troca de senha solicitada,Média,Aberto,Guilherme,
768,28/11/2024 15:09,Juliana Castro,Comercial,Backup,Troca de senha solicitada,Crítica,Aberto,Paulo,
767,12/10/2024 12:17,Juliana Castro,Jurídico,Erro em sistema,Usuário não consegue acessar o sistema,Média,Em andamento,Guilherme,
766,01/03/2025 08:01,Ana Paula,RH,Falha em equipamento,Usuário não consegue acessar o sistema,Baixa,Pendente,Paulo,
765,29/12/2024 10:52,Ana Paula,Financeiro,Troca de senha,Usuário não consegue acessar o sistema,Crítica,Fechado,Gabriel,30/12/2024 17:52
764,31/01/2025 09:26,Luciana Rocha,Jurídico,Backup,Troca de senha solicitada,Crítica,Em andamento,Gabriel,
763,10/12/2024 09:34,João Mendes,RH,Acesso ao sistema,Erro ao abrir planilha,Crítica,Pendente,Gabriel,
762,16/02/2025 12:27,Juliana Castro,Marketing,Solicitação de software,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
761,22/02/2025 15:16,Mariana Dias,Operações,Falha em equipamento,Problema com impressão,Crítica,Fechado,Guilherme,25/02/2025 08:28
760,12/11/2024 12:44,Ana Paula,Jurídico,Acesso ao sistema,Troca de senha solicitada,Média,Em andamento,Gabriel,
759,24/10/2024 12:12,Bruno Alves,Comercial,Erro em sistema,Troca de senha solicitada,Média,Resolvido,Guilherme,25/10/2024 18:50
758,04/03/2025 15:00,Luciana Rocha,Jurídico,Acesso ao sistema,Troca de senha solicitada,Alta,Fechado,Guilherme,06/03/2025 14:00
757,31/12/2024 12:50,Mariana Dias,Logística,Troca de senha,Conexão com servidor instável,Alta,Resolvido,Gabriel,02/01/2025 18:26
756,04/12/2024 08:20,Luciana Rocha,TI,Acesso ao sistema,Usuário não consegue acessar o sistema,Alta,Fechado,Gabriel,06/12/2024 08:21
755,01/11/2024 08:16,Luciana Rocha,RH,Troca de senha,Troca de senha solicitada,Crítica,Resolvido,Gabriel,03/11/2024 14:16
754,11/02/2025 09:20,Bruno Alves,Logística,Erro em sistema,Conexão com servidor instável,Crítica,Fechado,Gabriel,13/02/2025 08:12
753,17/01/2025 15:58,Juliana Castro,Comercial,Acesso ao sistema,Problema com impressão,Alta,Resolvido,Gabriel,20/01/2025 08:57
752,20/02/2025 10:44,Juliana Castro,Operações,Falha em equipamento,Solicitação de instalação do Office,Média,Aberto,Gabriel,
751,13/12/2024 11:21,Carlos Silva,Comercial,Erro em sistema,Problema com impressão,Crítica,Resolvido,Guilherme,15/12/2024 08:46
750,22/02/2025 13:13,Fernando Lima,Operações,Problemas de rede,Solicitação de instalação do Office,Baixa,Resolvido,Guilherme,24/02/2025 18:21
749,16/01/2025 13:18,Luciana Rocha,Financeiro,Falha em equipamento,Conexão com servidor instável,Crítica,Em andamento,Gabriel,
748,08/02/2025 11:19,Carlos Silva,RH,Problemas de rede,Solicitação de instalação do Office,Média,Pendente,Paulo,
747,23/11/2024 09:28,Carlos Silva,RH,Erro em sistema,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,23/11/2024 14:28
746,20/11/2024 11:02,Bruno Alves,Financeiro,Solicitação de software,Usuário não consegue acessar o sistema,Média,Em andamento,Gabriel,
745,16/11/2024 15:03,Carlos Silva,Marketing,Solicitação de software,Problema com impressão,Crítica,Fechado,Gabriel,19/11/2024 08:43
744,14/01/2025 10:45,Carlos Silva,Financeiro,Falha em equipamento,Erro ao abrir planilha,Crítica,Em andamento,Guilherme,
743,04/02/2025 16:09,Bruno Alves,Financeiro,Acesso ao sistema,Problema com impressão,Baixa,Em andamento,Gabriel,
742,08/11/2024 12:31,Juliana Castro,Financeiro,Problemas de rede,Problema com impressão,Alta,Em andamento,Gabriel,
741,18/10/2024 13:10,João Mendes,Logística,Solicitação de software,Problema com impressão,Média,Em andamento,Gabriel,
740,20/10/2024 09:24,Fernando Lima,Financeiro,Erro em sistema,Usuário não consegue acessar o sistema,Média,Resolvido,Gabriel,21/10/2024 18:57
739,18/10/2024 15:27,Luciana Rocha,Jurídico,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Pendente,Guilherme,
738,16/11/2024 13:09,Juliana Castro,RH,Erro em sistema,Erro ao abrir planilha,Crítica,Fechado,Gabriel,18/11/2024 18:09
737,16/12/2024 13:38,Juliana Castro,Comercial,Erro em sistema,Troca de senha solicitada,Crítica,Pendente,Paulo,
736,28/12/2024 12:26,Luciana Rocha,Financeiro,Erro em sistema,Solicitação de instalação do Office,Baixa,Fechado,Guilherme,29/12/2024 18:41
735,17/11/2024 09:50,Luciana Rocha,Operações,Solicitação de software,Solicitação de instalação do Office,Alta,Aberto,Gabriel,
734,14/02/2025 16:30,Mariana Dias,Jurídico,Troca de senha,Problema com impressão,Baixa,Em andamento,Gabriel,
733,17/12/2024 14:07,Ana Paula,RH,Falha em equipamento,Problema com impressão,Crítica,Fechado,Paulo,19/12/2024 12:07
732,02/02/2025 15:13,João Mendes,Comercial,Backup,Usuário não consegue acessar o sistema,Alta,Fechado,Gabriel,03/02/2025 10:13
731,22/03/2025 10:49,Fernando Lima,Marketing,Troca de senha,Troca de senha solicitada,Média,Aberto,Gabriel,
730,28/02/2025 11:05,Juliana Castro,Logística,Backup,Erro ao abrir planilha,Média,Em andamento,Gabriel,
729,29/01/2025 08:01,Ana Paula,TI,Backup,Usuário não consegue acessar o sistema,Média,Resolvido,Gabriel,29/01/2025 18:37
728,28/01/2025 13:53,Fernando Lima,TI,Solicitação de software,Erro ao abrir planilha,Alta,Resolvido,Gabriel,29/01/2025 08:53
727,22/10/2024 08:19,Juliana Castro,Operações,Acesso ao sistema,Erro ao abrir planilha,Média,Pendente,Gabriel,
726,10/03/2025 11:24,João Mendes,Logística,Erro em sistema,Conexão com servidor instável,Média,Em andamento,Gabriel,
725,28/02/2025 14:49,Fernando Lima,Logística,Backup,Conexão com servidor instável,Média,Resolvido,Guilherme,01/03/2025 08:42
724,13/11/2024 12:17,Ana Paula,TI,Acesso ao sistema,Troca de senha solicitada,Média,Em andamento,Gabriel,
723,16/02/2025 15:29,João Mendes,Comercial,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Fechado,Gabriel,17/02/2025 14:29
722,08/02/2025 11:58,Mariana Dias,Financeiro,Problemas de rede,Conexão com servidor instável,Média,Resolvido,Gabriel,09/02/2025 08:27
721,21/02/2025 08:32,Mariana Dias,TI,Troca de senha,Erro ao abrir planilha,Alta,Aberto,Gabriel,
720,19/03/2025 16:14,Bruno Alves,TI,Troca de senha,Problema com impressão,Alta,Fechado,Gabriel,21/03/2025 08:14
719,13/01/2025 11:17,João Mendes,Marketing,Troca de senha,Solicitação de instalação do Office,Alta,Fechado,Gabriel,16/01/2025 08:02
718,25/12/2024 15:01,João Mendes,Comercial,Backup,Solicitação de instalação do Office,Crítica,Fechado,Gabriel,26/12/2024 15:01
717,26/12/2024 15:40,João Mendes,Financeiro,Falha em equipamento,Conexão com servidor instável,Média,Resolvido,Gabriel,29/12/2024 08:11
716,25/11/2024 14:00,Luciana Rocha,RH,Acesso ao sistema,Erro ao abrir planilha,Alta,Resolvido,Guilherme,27/11/2024 08:52
715,17/11/2024 10:51,Carlos Silva,Financeiro,Backup,Problema com impressão,Crítica,Resolvido,Paulo,19/11/2024 14:51
714,24/03/2025 14:36,João Mendes,Logística,Backup,Conexão com servidor instável,Média,Em andamento,Guilherme,
713,11/10/2024 11:52,Luciana Rocha,Financeiro,Troca de senha,Conexão com servidor instável,Baixa,Pendente,Guilherme,
712,26/02/2025 15:44,Carlos Silva,Marketing,Solicitação de software,Problema com impressão,Alta,Aberto,Guilherme,
711,12/01/2025 10:22,Mariana Dias,Operações,Troca de senha,Problema com impressão,Média,Resolvido,Gabriel,13/01/2025 08:13
710,07/03/2025 11:36,Ana Paula,RH,Solicitação de software,Troca de senha solicitada,Baixa,Pendente,Guilherme,
709,22/10/2024 09:05,Fernando Lima,Comercial,Erro em sistema,Usuário não consegue acessar o sistema,Média,Fechado,Gabriel,22/10/2024 14:05
708,03/04/2025 16:53,Bruno Alves,Jurídico,Erro em sistema,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
707,29/11/2024 11:35,Carlos Silva,TI,Solicitação de software,Solicitação de instalação do Office,Baixa,Aberto,Paulo,
706,06/02/2025 09:34,Fernando Lima,Financeiro,Troca de senha,Solicitação de instalação do Office,Média,Aberto,Gabriel,
705,04/11/2024 13:40,Luciana Rocha,Comercial,Solicitação de software,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
704,14/03/2025 14:32,Mariana Dias,Operações,Solicitação de software,Troca de senha solicitada,Alta,Pendente,Gabriel,
703,23/11/2024 11:09,Fernando Lima,Marketing,Problemas de rede,Usuário não consegue acessar o sistema,Média,Em andamento,Gabriel,
702,29/12/2024 16:54,Ana Paula,Logística,Problemas de rede,Solicitação de instalação do Office,Média,Em andamento,Gabriel,
701,17/12/2024 09:31,Fernando Lima,Financeiro,Erro em sistema,Erro ao abrir planilha,Média,Fechado,Gabriel,19/12/2024 11:31
700,03/03/2025 11:47,Fernando Lima,Logística,Acesso ao sistema,Problema com impressão,Baixa,Em andamento,Guilherme,
699,01/01/2025 16:53,Luciana Rocha,RH,Acesso ao sistema,Troca de senha solicitada,Alta,Pendente,Gabriel,
698,28/12/2024 14:40,Bruno Alves,TI,Falha em equipamento,Conexão com servidor instável,Crítica,Aberto,Guilherme,
697,22/12/2024 08:01,Mariana Dias,Jurídico,Backup,Problema com impressão,Crítica,Em andamento,Guilherme,
696,19/11/2024 14:44,Ana Paula,TI,Solicitação de software,Conexão com servidor instável,Baixa,Pendente,Gabriel,
695,18/11/2024 14:11,Fernando Lima,Jurídico,Acesso ao sistema,Conexão com servidor instável,Alta,Fechado,Gabriel,20/11/2024 11:11
694,22/10/2024 14:37,Ana Paula,Comercial,Falha em equipamento,Erro ao abrir planilha,Baixa,Pendente,Gabriel,
693,17/12/2024 09:29,Juliana Castro,Comercial,Problemas de rede,Troca de senha solicitada,Média,Pendente,Guilherme,
692,01/03/2025 11:22,Carlos Silva,Operações,Troca de senha,Problema com impressão,Crítica,Em andamento,Guilherme,
691,19/03/2025 10:41,Luciana Rocha,Marketing,Backup,Usuário não consegue acessar o sistema,Baixa,Pendente,Paulo,
690,31/03/2025 13:35,Luciana Rocha,Logística,Acesso ao sistema,Problema com impressão,Alta,Fechado,Gabriel,02/04/2025 11:35
689,08/03/2025 13:29,Bruno Alves,Financeiro,Solicitação de software,Conexão com servidor instável,Crítica,Resolvido,Guilherme,10/03/2025 12:29
688,23/03/2025 15:18,Luciana Rocha,Logística,Problemas de rede,Conexão com servidor instável,Crítica,Resolvido,Guilherme,25/03/2025 08:33
687,18/01/2025 09:03,Bruno Alves,RH,Erro em sistema,Erro ao abrir planilha,Baixa,Em andamento,Gabriel,
686,12/03/2025 13:08,Carlos Silva,Logística,Solicitação de software,Troca de senha solicitada,Crítica,Em andamento,Gabriel,
685,02/11/2024 11:21,Ana Paula,Jurídico,Troca de senha,Usuário não consegue acessar o sistema,Crítica,Fechado,Gabriel,03/11/2024 08:21
684,06/04/2025 12:58,Mariana Dias,Marketing,Solicitação de software,Problema com impressão,Crítica,Resolvido,Guilherme,07/04/2025 19:52:41
683,06/12/2024 11:15,João Mendes,RH,Problemas de rede,Problema com impressão,Crítica,Resolvido,Guilherme,07/12/2024 15:15
682,05/04/2025 15:24,Mariana Dias,RH,Solicitação de software,Conexão com servidor instável,Crítica,Resolvido,Gabriel,07/04/2025 19:52:41
681,15/02/2025 13:00,Luciana Rocha,Marketing,Solicitação de software,Problema com impressão,Média,Aberto,Guilherme,
680,07/01/2025 14:54,Juliana Castro,Financeiro,Falha em equipamento,Conexão com servidor instável,Média,Fechado,Guilherme,09/01/2025 08:54
679,18/02/2025 09:52,Carlos Silva,TI,Acesso ao sistema,Conexão com servidor instável,Alta,Fechado,Gabriel,18/02/2025 15:52
678,15/01/2025 15:10,Juliana Castro,Financeiro,Solicitação de software,Erro ao abrir planilha,Baixa,Resolvido,Gabriel,17/01/2025 08:46
677,02/04/2025 11:10,Fernando Lima,RH,Acesso ao sistema,Troca de senha solicitada,Alta,Fechado,Gabriel,02/04/2025 13:10
676,25/03/2025 10:26,Ana Paula,RH,Acesso ao sistema,Conexão com servidor instável,Crítica,Resolvido,Guilherme,26/03/2025 09:26
675,19/10/2024 08:01,Luciana Rocha,Operações,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Resolvido,Guilherme,20/10/2024 08:16
674,17/01/2025 08:21,João Mendes,RH,Solicitação de software,Conexão com servidor instável,Média,Em andamento,Gabriel,
673,27/02/2025 11:11,Bruno Alves,Logística,Falha em equipamento,Erro ao abrir planilha,Baixa,Fechado,Gabriel,02/03/2025 11:11
672,04/12/2024 15:27,Carlos Silva,TI,Acesso ao sistema,Problema com impressão,Alta,Aberto,Guilherme,
671,15/01/2025 08:45,Fernando Lima,Comercial,Acesso ao sistema,Troca de senha solicitada,Crítica,Resolvido,Guilherme,18/01/2025 08:09
670,08/03/2025 11:42,Carlos Silva,TI,Erro em sistema,Usuário não consegue acessar o sistema,Crítica,Em andamento,Guilherme,
669,30/12/2024 15:50,João Mendes,Marketing,Troca de senha,Erro ao abrir planilha,Alta,Aberto,Gabriel,
668,19/02/2025 16:20,Juliana Castro,Financeiro,Acesso ao sistema,Troca de senha solicitada,Alta,Resolvido,Gabriel,21/02/2025 09:20
667,02/01/2025 16:56,Juliana Castro,Logística,Acesso ao sistema,Troca de senha solicitada,Baixa,Fechado,Guilherme,05/01/2025 08:47
666,02/11/2024 10:59,Juliana Castro,Comercial,Erro em sistema,Conexão com servidor instável,Alta,Fechado,Guilherme,03/11/2024 08:15
665,12/02/2025 11:28,Juliana Castro,Financeiro,Erro em sistema,Usuário não consegue acessar o sistema,Crítica,Em andamento,Gabriel,
664,20/11/2024 09:39,Luciana Rocha,Jurídico,Problemas de rede,Solicitação de instalação do Office,Média,Aberto,Gabriel,
663,26/12/2024 08:35,Bruno Alves,Marketing,Erro em sistema,Solicitação de instalação do Office,Baixa,Aberto,Guilherme,
662,31/10/2024 14:20,Fernando Lima,RH,Falha em equipamento,Conexão com servidor instável,Crítica,Em andamento,Gabriel,
661,28/03/2025 13:34,Luciana Rocha,Operações,Erro em sistema,Erro ao abrir planilha,Baixa,Em andamento,Guilherme,
660,24/10/2024 09:36,Ana Paula,TI,Backup,Erro ao abrir planilha,Baixa,Aberto,Paulo,
659,13/12/2024 12:35,João Mendes,Jurídico,Problemas de rede,Troca de senha solicitada,Alta,Em andamento,Gabriel,
658,07/01/2025 12:43,Juliana Castro,TI,Problemas de rede,Problema com impressão,Média,Fechado,Gabriel,10/01/2025 12:43
657,24/03/2025 10:56,Mariana Dias,Jurídico,Erro em sistema,Solicitação de instalação do Office,Baixa,Fechado,Paulo,27/03/2025 08:08
656,23/02/2025 08:04,Fernando Lima,Jurídico,Problemas de rede,Problema com impressão,Crítica,Fechado,Gabriel,25/02/2025 18:38
655,29/11/2024 16:42,Fernando Lima,Financeiro,Acesso ao sistema,Troca de senha solicitada,Média,Fechado,Gabriel,02/12/2024 08:54
654,08/03/2025 15:09,Carlos Silva,Operações,Acesso ao sistema,Conexão com servidor instável,Média,Fechado,Gabriel,09/03/2025 18:28
653,07/11/2024 09:15,Luciana Rocha,Comercial,Erro em sistema,Problema com impressão,Média,Em andamento,Gabriel,
652,10/03/2025 13:17,Mariana Dias,Comercial,Erro em sistema,Solicitação de instalação do Office,Média,Fechado,Gabriel,11/03/2025 12:17
651,19/11/2024 09:19,Fernando Lima,Marketing,Acesso ao sistema,Conexão com servidor instável,Média,Em andamento,Guilherme,
650,02/12/2024 15:10,Juliana Castro,Logística,Troca de senha,Problema com impressão,Alta,Em andamento,Gabriel,
649,01/02/2025 08:04,Carlos Silva,Marketing,Backup,Conexão com servidor instável,Média,Pendente,Gabriel,
648,14/01/2025 12:00,Carlos Silva,RH,Falha em equipamento,Erro ao abrir planilha,Crítica,Pendente,Gabriel,
647,02/01/2025 08:04,Fernando Lima,Logística,Erro em sistema,Problema com impressão,Alta,Pendente,Gabriel,
646,23/12/2024 14:45,Juliana Castro,Comercial,Erro em sistema,Problema com impressão,Crítica,Fechado,Guilherme,25/12/2024 18:13
645,03/11/2024 10:24,Carlos Silva,Marketing,Erro em sistema,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
644,14/03/2025 10:57,Luciana Rocha,Comercial,Falha em equipamento,Conexão com servidor instável,Média,Resolvido,Gabriel,14/03/2025 14:57
643,06/03/2025 10:07,Carlos Silva,Marketing,Acesso ao sistema,Usuário não consegue acessar o sistema,Alta,Aberto,Gabriel,
642,17/02/2025 09:48,João Mendes,TI,Falha em equipamento,Erro ao abrir planilha,Alta,Resolvido,Gabriel,19/02/2025 11:48
641,22/02/2025 14:02,Juliana Castro,Comercial,Solicitação de software,Solicitação de instalação do Office,Crítica,Aberto,Gabriel,
640,19/02/2025 10:33,Luciana Rocha,Marketing,Troca de senha,Erro ao abrir planilha,Média,Fechado,Paulo,21/02/2025 18:15
639,09/01/2025 12:01,Bruno Alves,TI,Backup,Solicitação de instalação do Office,Média,Aberto,Gabriel,
638,14/02/2025 16:45,Carlos Silva,Logística,Troca de senha,Troca de senha solicitada,Média,Fechado,Guilherme,17/02/2025 08:47
637,17/12/2024 14:24,Carlos Silva,Comercial,Problemas de rede,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,19/12/2024 08:12
636,03/01/2025 11:15,Bruno Alves,Logística,Problemas de rede,Erro ao abrir planilha,Crítica,Fechado,Guilherme,06/01/2025 10:15
635,22/01/2025 10:49,João Mendes,Financeiro,Troca de senha,Troca de senha solicitada,Baixa,Pendente,Gabriel,
634,26/12/2024 13:36,João Mendes,Financeiro,Falha em equipamento,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
633,06/03/2025 08:49,Carlos Silva,TI,Solicitação de software,Problema com impressão,Média,Em andamento,Gabriel,
632,18/03/2025 11:55,Mariana Dias,RH,Falha em equipamento,Problema com impressão,Baixa,Aberto,Gabriel,
631,08/12/2024 09:33,João Mendes,RH,Solicitação de software,Problema com impressão,Crítica,Pendente,Gabriel,
630,04/11/2024 11:50,Fernando Lima,Operações,Problemas de rede,Erro ao abrir planilha,Baixa,Pendente,Guilherme,
629,19/10/2024 12:40,Fernando Lima,TI,Problemas de rede,Conexão com servidor instável,Crítica,Resolvido,Guilherme,21/10/2024 08:42
628,29/12/2024 10:25,Bruno Alves,Marketing,Solicitação de software,Conexão com servidor instável,Crítica,Resolvido,Gabriel,29/12/2024 11:25
627,13/11/2024 08:41,Fernando Lima,Jurídico,Troca de senha,Conexão com servidor instável,Crítica,Aberto,Guilherme,
626,25/10/2024 11:03,Mariana Dias,Financeiro,Erro em sistema,Erro ao abrir planilha,Média,Fechado,Gabriel,27/10/2024 10:03
625,30/12/2024 08:09,Luciana Rocha,RH,Solicitação de software,Problema com impressão,Média,Em andamento,Guilherme,
624,04/02/2025 10:19,Bruno Alves,Logística,Backup,Troca de senha solicitada,Alta,Em andamento,Gabriel,
623,08/12/2024 12:11,Bruno Alves,TI,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Aberto,Gabriel,
622,15/03/2025 08:31,Juliana Castro,Financeiro,Acesso ao sistema,Conexão com servidor instável,Alta,Aberto,Gabriel,
621,17/02/2025 08:17,João Mendes,Comercial,Troca de senha,Problema com impressão,Alta,Aberto,Gabriel,
620,29/11/2024 12:28,Carlos Silva,Operações,Falha em equipamento,Problema com impressão,Média,Em andamento,Paulo,
619,15/03/2025 08:27,Ana Paula,RH,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Resolvido,Guilherme,16/03/2025 18:04
618,09/11/2024 09:37,Mariana Dias,Financeiro,Falha em equipamento,Usuário não consegue acessar o sistema,Média,Em andamento,Guilherme,
617,24/11/2024 14:20,Fernando Lima,Logística,Acesso ao sistema,Conexão com servidor instável,Alta,Fechado,Gabriel,26/11/2024 08:23
616,05/12/2024 10:08,Mariana Dias,Comercial,Erro em sistema,Problema com impressão,Crítica,Resolvido,Gabriel,08/12/2024 08:58
615,13/12/2024 09:01,Carlos Silva,RH,Falha em equipamento,Troca de senha solicitada,Crítica,Fechado,Gabriel,15/12/2024 08:12
614,08/01/2025 16:30,Bruno Alves,Comercial,Problemas de rede,Usuário não consegue acessar o sistema,Alta,Resolvido,Guilherme,11/01/2025 10:30
613,20/12/2024 13:35,Carlos Silva,TI,Erro em sistema,Troca de senha solicitada,Média,Em andamento,Guilherme,
612,23/02/2025 10:57,Juliana Castro,TI,Troca de senha,Solicitação de instalação do Office,Alta,Pendente,Paulo,
611,14/02/2025 14:22,Bruno Alves,Operações,Troca de senha,Usuário não consegue acessar o sistema,Crítica,Aberto,Gabriel,
610,09/02/2025 09:12,Bruno Alves,Jurídico,Falha em equipamento,Conexão com servidor instável,Crítica,Em andamento,Paulo,
609,03/01/2025 15:55,Mariana Dias,Logística,Backup,Problema com impressão,Média,Fechado,Gabriel,05/01/2025 18:45
608,18/01/2025 15:35,Mariana Dias,RH,Solicitação de software,Problema com impressão,Crítica,Fechado,Gabriel,19/01/2025 16:35
607,23/03/2025 14:18,Carlos Silva,Financeiro,Erro em sistema,Conexão com servidor instável,Alta,Fechado,Guilherme,25/03/2025 08:47
606,04/02/2025 14:43,Ana Paula,Financeiro,Acesso ao sistema,Troca de senha solicitada,Baixa,Aberto,Gabriel,
605,27/01/2025 08:18,Bruno Alves,Jurídico,Solicitação de software,Solicitação de instalação do Office,Média,Em andamento,Guilherme,
604,09/01/2025 11:28,Bruno Alves,Operações,Troca de senha,Erro ao abrir planilha,Baixa,Resolvido,Gabriel,11/01/2025 11:28
603,13/02/2025 15:42,Mariana Dias,Operações,Problemas de rede,Problema com impressão,Média,Fechado,Gabriel,15/02/2025 08:41
602,18/03/2025 15:00,Juliana Castro,Jurídico,Backup,Problema com impressão,Crítica,Fechado,Guilherme,20/03/2025 18:56
601,12/02/2025 12:47,Juliana Castro,Marketing,Erro em sistema,Erro ao abrir planilha,Alta,Resolvido,Gabriel,13/02/2025 18:35
600,21/03/2025 15:56,Ana Paula,RH,Backup,Conexão com servidor instável,Média,Pendente,Gabriel,
599,18/02/2025 13:08,Bruno Alves,Comercial,Troca de senha,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
598,10/01/2025 08:08,Carlos Silva,Financeiro,Erro em sistema,Conexão com servidor instável,Média,Resolvido,Gabriel,12/01/2025 08:32
597,10/03/2025 09:06,João Mendes,RH,Backup,Problema com impressão,Média,Resolvido,Guilherme,12/03/2025 18:32
596,03/01/2025 14:30,Ana Paula,Comercial,Erro em sistema,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
595,12/11/2024 15:39,Carlos Silva,Logística,Falha em equipamento,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
594,19/02/2025 08:09,Ana Paula,Comercial,Problemas de rede,Problema com impressão,Alta,Aberto,Gabriel,
593,10/11/2024 13:36,Luciana Rocha,Logística,Acesso ao sistema,Problema com impressão,Crítica,Fechado,Gabriel,13/11/2024 08:36
592,14/12/2024 15:58,Luciana Rocha,RH,Acesso ao sistema,Problema com impressão,Média,Resolvido,Gabriel,16/12/2024 08:03
591,18/11/2024 08:18,Luciana Rocha,Comercial,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Pendente,Gabriel,
590,12/03/2025 11:04,Luciana Rocha,Operações,Backup,Erro ao abrir planilha,Crítica,Em andamento,Guilherme,
589,13/03/2025 15:01,Carlos Silva,Logística,Problemas de rede,Erro ao abrir planilha,Alta,Fechado,Gabriel,15/03/2025 09:01
588,17/12/2024 12:28,João Mendes,TI,Erro em sistema,Erro ao abrir planilha,Média,Pendente,Gabriel,
587,13/12/2024 11:06,Bruno Alves,RH,Erro em sistema,Erro ao abrir planilha,Crítica,Pendente,Gabriel,
586,29/10/2024 12:47,Juliana Castro,Financeiro,Falha em equipamento,Solicitação de instalação do Office,Média,Resolvido,Gabriel,30/10/2024 11:47
585,08/03/2025 09:46,Ana Paula,Operações,Erro em sistema,Usuário não consegue acessar o sistema,Alta,Pendente,Guilherme,
584,14/01/2025 15:54,Mariana Dias,Jurídico,Problemas de rede,Erro ao abrir planilha,Crítica,Fechado,Guilherme,16/01/2025 18:33
583,22/10/2024 09:44,João Mendes,Marketing,Acesso ao sistema,Solicitação de instalação do Office,Alta,Resolvido,Guilherme,24/10/2024 08:46
582,18/02/2025 09:27,Ana Paula,RH,Falha em equipamento,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
